,username,protected,verified,location,followers_count,following_count,tweet_count,listed_count
0,0,False,False,,3,61,3,0
1,1,False,False,,0,30,0,0
2,2,False,False,,30,26,13,0
3,3,False,False,,0,39,0,0
4,4,False,False,,0,55,0,0
5,5,False,False,,0,42,0,0
6,6,False,False,"Bronx, NY",0,233,0,0
7,7,False,False,,2,184,12,0
8,8,False,False,,0,5,0,0
9,9,False,False,"Tlaquepaque, Jalisco",12,287,42,0
10,10,False,False,,0,4,2,0
11,11,False,False,,0,13,5,0
12,12,False,False,,0,56,0,0
13,13,False,False,,0,2,0,0
14,14,False,False,,0,25,0,0
15,15,False,False,,0,32,4,0
16,16,False,False,,0,13,46,0
17,17,True,False,,0,13,0,0
18,18,True,False,,0,26,0,0
19,19,True,False,,0,71,0,0
20,20,False,False,,193,2050,2322,1
21,21,False,False,,0,64,0,0
22,22,False,False,,0,17,0,0
23,23,False,False,,1,63,0,0
24,24,False,False,,0,85,1,0
25,25,False,False,,0,98,0,0
26,26,True,False,,0,23,0,0
27,27,False,False,,0,32,0,0
28,28,False,False,,0,110,1,0
29,29,True,False,"García Gineres, Mérida",3,23,9006,1
30,30,False,False,México,0,3,1,0
31,31,False,False,,0,2,0,0
32,32,True,False,,15,366,0,0
33,33,False,False,,2,59,26,0
34,34,False,False,México ,14,173,377,0
35,35,False,False,Mexico DF,9,61,198,0
36,36,False,False,,5,164,68,0
37,37,False,False,,0,6,0,0
38,38,False,False,,0,469,0,0
39,39,False,False,,14,164,7,0
40,40,False,False,,11,256,44,0
41,41,False,False,,0,17,0,0
42,42,True,False,,0,31,0,0
43,43,False,False,,0,29,0,0
44,44,True,False,"Distrito Federal, México",4,139,142,0
45,45,False,False,,0,18,0,0
46,46,False,False,lerma,136,703,99,3
47,47,False,False,,0,4,0,0
48,48,False,False,"Benito Juárez, Distrito Federa",38,268,70,0
49,49,False,False,,1,18,2,0
50,50,False,False,,2,43,7,0
51,51,False,False,,0,13,0,0
52,52,False,False,,0,47,8,0
53,53,False,False,,1070,1494,84280,16
54,54,False,False,,0,3,0,0
55,55,False,False,,4,59,137,0
56,56,False,False,,0,22,0,0
57,57,False,False,"New York, New York",151,411,13595,0
58,58,False,False,,4,314,272,0
59,59,False,False,"León, Guanajuato",6,193,3,0
60,60,True,False,,0,36,0,0
61,61,False,False,,0,5,0,0
62,62,False,False,,0,54,1,0
63,63,False,False,,3,96,90,0
64,64,False,False,,25,165,138,0
65,65,False,False,,2,523,0,0
66,66,False,False,,2,160,0,0
67,67,True,False,,0,1,0,0
68,68,False,False,,1,128,0,1
69,69,False,False,Ciudad de México,343,729,8685,8
70,70,True,False,,0,2,0,0
71,71,False,False,,0,10,0,0
72,72,False,False,,0,42,2,0
73,73,False,False,,0,57,15,0
74,74,False,False,,1,27,0,0
75,75,False,False,,2,146,0,0
76,76,False,False,México,0,61,0,0
77,77,False,False,,83,330,215,0
78,78,True,False,New York,26,265,178,0
79,79,True,False,,0,10,0,0
80,80,True,False,,0,188,23,0
81,81,False,False,,0,39,0,0
82,82,False,False,,0,77,0,0
83,83,False,False,,0,36,0,0
84,84,False,False,,0,17,0,0
85,85,False,False,,1,58,4,0
86,86,False,False,,5,173,49,0
87,87,False,False,,36,1464,2183,0
88,88,False,False,,4,35,267,0
89,89,True,False,,1,113,0,0
90,90,True,False,,0,7,0,0
91,91,False,False,,0,31,0,0
92,92,False,False,,0,3,0,0
93,93,False,False,,1,17,0,0
94,94,False,False,,0,7,0,0
95,95,False,False,"Distrito Federal, México",0,26,2,0
96,96,True,False,,0,115,0,0
97,97,False,False,,0,10,0,0
98,98,False,False,,0,122,2,0
99,99,False,False,,2,320,7,0
100,100,True,False,,0,32,0,0
101,101,False,False,,21,113,132,0
102,102,False,False,Bosques de Iztacala,0,77,10,0
103,103,False,False,,0,94,1,0
104,104,False,False,Tampicooooo..,27,289,45,0
105,105,False,False,,0,32,3,0
106,106,False,False,,0,3,0,0
107,107,True,False,Cancun Qroo.Mexico.,82,335,1239,0
108,108,False,False,,2,180,0,0
109,109,False,False,,11,339,12,0
110,110,False,False,,4,54,1,0
111,111,False,False,mexico san luis potosi,5,56,24,1
112,112,True,False,,0,6,0,0
113,113,False,False,"Irapuato, Gto.",274,524,6735,0
114,114,False,False,,0,57,0,0
115,115,True,False,,0,32,0,0
116,116,True,False,,0,13,0,0
117,117,False,False,"Mérida, Yucatán",32,227,499,0
118,118,False,False,,0,55,0,0
119,119,True,False,,0,31,0,0
120,120,False,False,,0,24,0,0
121,121,False,False,,1,9,4,0
122,122,False,False,"México, D.F.",1,24,1,0
123,123,False,False,,4,158,0,0
124,124,False,False,"García, Nuevo León",0,72,3,0
125,125,False,False,,0,76,0,0
126,126,False,False,,46,396,664,0
127,127,False,False,,18,481,135,0
128,128,True,False,,0,19,0,0
129,129,False,False,,0,18,1,0
130,130,False,False,,4,266,0,1
131,131,False,False,,2,419,3,0
132,132,False,False,San Luis Potosí,21,185,19,0
133,133,False,False,,1,15,0,0
134,134,False,False,,0,12,0,0
135,135,True,False,"Distrito Federal, México",0,78,3,0
136,136,False,False,,0,46,0,0
137,137,False,False,,1,23,0,0
138,138,False,False,,0,40,2,0
139,139,False,False,,0,62,3,0
140,140,False,False,,0,39,0,0
141,141,True,False,,0,58,1,0
142,142,False,False,,0,44,0,0
143,143,False,False,,13,48,88,0
144,144,False,False,"Chihuahua, México",0,40,0,0
145,145,False,False,,0,62,0,0
146,146,True,False,,0,42,0,0
147,147,False,False,,0,106,0,0
148,148,False,False,,0,48,0,0
149,149,False,False,"AP Dubai, Sonora MEXICO🌵☀🇲🇽",192,511,3968,3
150,150,False,False,,0,3,4,0
151,151,False,False,,64,23,3539,0
152,152,False,False,"Washington, DC ",266,1630,667,0
153,153,False,False,,0,21,0,0
154,154,False,False,,0,40,0,0
155,155,False,False,,0,8,0,0
156,156,False,False,,0,127,0,0
157,157,False,False,,0,3,0,0
158,158,False,False,,0,93,0,0
159,159,False,False,puerto ordaz ,6,121,75,0
160,160,False,False,Ciudad de Mexico,68,217,77,0
161,161,False,False,,0,2,0,0
162,162,True,False,OASIS,0,20,5,0
163,163,True,False,,2,35,1,0
164,164,False,False,Av canal nacional 1996 cp09819,2,109,4,1
165,165,False,False,,0,7,0,0
166,166,False,False,,1,27,0,0
167,167,False,False,,0,54,0,0
168,168,False,False,México,0,145,1,0
169,169,True,False,,0,23,0,0
170,170,False,False,"Mexico, ME",2,75,5,0
171,171,True,False,,0,21,0,0
172,172,False,False,"Villahermosa, Tabasco.",1,51,1,0
173,173,False,False,,30,111,71,0
174,174,False,False,,0,19,1,0
175,175,False,False,México,0,135,1,0
176,176,False,False,,0,8,0,0
177,177,False,False,,12,44,4,0
178,178,False,False,,0,11,0,0
179,179,False,False,,0,27,0,0
180,180,False,False,,0,30,0,0
181,181,False,False,,11,20,0,0
182,182,False,False,,3,51,3,0
183,183,False,False,,0,30,0,0
184,184,False,False,,0,42,1,0
185,185,False,False,,0,25,0,0
186,186,False,False,,0,16,0,0
187,187,True,False,,0,23,0,0
188,188,False,False,,6,102,1,0
189,189,False,False,,0,23,0,0
190,190,False,False,,4,97,0,0
191,191,False,False,,0,21,0,0
192,192,False,False,,11,39,0,0
193,193,False,False,,0,36,0,0
194,194,False,False,,3,31,0,0
195,195,False,False,,0,37,0,0
196,196,False,False,,0,63,0,0
197,197,False,False,"Puebla, México",1,34,2,0
198,198,False,False,,0,2,0,0
199,199,True,False,,0,30,0,0
200,200,False,False,,0,5,0,0
201,201,True,False,,0,14,0,0
202,202,True,False,,0,25,0,0
203,203,False,False,Oaxaca,18,77,54,0
204,204,False,False,,3,2,0,0
205,205,False,False,"Texcoco, México",16,221,17,0
206,206,False,False,,0,4,0,0
207,207,True,False,,0,71,0,0
208,208,True,False,,0,21,0,0
209,209,False,False,,2,48,0,0
210,210,True,False,,0,17,2,0
211,211,False,False,,2,106,0,0
212,212,False,False,,0,97,0,0
213,213,False,False,,0,14,0,0
214,214,False,False,,0,2,0,0
215,215,False,False,Queretaro,40,397,159,0
216,216,False,False,,1,37,1,0
217,217,True,False,,0,1,0,0
218,218,False,False,MEXICO,21,71,23,0
219,219,False,False,,0,40,0,0
220,220,True,False,,3,93,12,0
221,221,False,False,Guadalajara Jalisco México.,691,1111,3201,0
222,222,False,False,,0,17,0,0
223,223,False,False,,0,93,0,0
224,224,False,False,,0,51,0,0
225,225,False,False,,0,61,0,0
226,226,False,False,,0,16,0,0
227,227,False,False,,0,3,1,0
228,228,True,False,,0,13,1,0
229,229,False,False,,6,56,87,0
230,230,False,False,,0,20,0,0
231,231,True,False,,0,20,0,0
232,232,False,False,,1,36,0,0
233,233,True,False,,0,14,0,0
234,234,False,False,,1,34,0,0
235,235,True,False,,0,28,0,0
236,236,False,False,Cdmx - Edo Mexico ,115,952,168,0
237,237,False,False,,0,6,6,0
238,238,True,False,,0,78,0,0
239,239,False,False,"Chiapas, México",2,91,0,0
240,240,False,False,,1,97,0,0
241,241,False,False,,0,2,3,0
242,242,False,False,,0,14,0,0
243,243,False,False,,0,1,0,0
244,244,False,False,,0,6,1,0
245,245,False,False,,0,4,0,0
246,246,False,False,,0,35,0,0
247,247,False,False,,5,82,36,1
248,248,False,False,,0,21,0,0
249,249,False,False,NY,60,38,72,0
250,250,True,False,,0,30,0,0
251,251,True,False,,0,45,2,0
252,252,False,False,Honduras,31,497,526,0
253,253,False,False,,1,32,0,0
254,254,False,False,,0,12,109,0
255,255,False,False,,83,202,222,0
256,256,False,False,,0,40,0,0
257,257,False,False,"Acapulco de Juárez, Guerrero",59,599,1846,0
258,258,False,False,,0,10,0,0
259,259,False,False,,0,1,0,0
260,260,False,False,"Tecámac, Estado de México.",8,8,4,0
261,261,False,False,,0,61,1,0
262,262,False,False,,0,103,0,0
263,263,False,False,,1,27,1,0
264,264,False,False,CDMX,9,168,128,0
265,265,False,False,,1,34,0,0
266,266,False,False,,0,19,0,0
267,267,True,False,,0,47,0,0
268,268,False,False,México,7,185,8,0
269,269,True,False,,0,106,0,0
270,270,False,False,,0,6,0,0
271,271,False,False,,0,6,1,0
272,272,True,False,,0,101,0,0
273,273,False,False,,0,5,0,0
274,274,False,False,slp,3,37,9,0
275,275,False,False,,0,108,0,0
276,276,True,False,,0,20,0,0
277,277,False,False,,1,39,0,0
278,278,False,False,,1,58,0,0
279,279,False,False,,31,59,13,0
280,280,False,False,,2,619,0,0
281,281,False,False,,1,13,0,0
282,282,False,False,,0,127,0,0
283,283,False,False,,0,104,2,0
284,284,False,False,,0,45,0,0
285,285,False,False,,0,22,0,0
286,286,True,False,,0,42,0,0
287,287,False,False,,0,44,0,0
288,288,False,False,,0,7,0,0
289,289,False,False,"Puebla, México",39,182,182,0
290,290,False,False,Veracruz,52,218,368,1
291,291,False,False,,14,340,83,0
292,292,True,False,,3,145,5,0
293,293,True,False,,0,24,0,0
294,294,False,False,México DF,421,1039,4324,0
295,295,False,False,,0,17,0,0
296,296,False,False,,0,49,0,0
297,297,True,False,,0,91,4,0
298,298,False,False,,0,1,0,0
299,299,True,False,,0,77,2,0
300,300,False,False,,0,6,0,0
301,301,False,False,,7,92,29,0
302,302,False,False,,9,468,1239,0
303,303,False,False,,0,33,0,0
304,304,False,False,México,23,426,166,0
305,305,False,False,,0,11,0,0
306,306,False,False,,0,13,0,0
307,307,False,False,,0,93,0,0
308,308,False,False,,0,110,0,0
309,309,True,False,,0,19,0,0
310,310,False,False,,0,29,0,0
311,311,False,False,,0,67,1,0
312,312,False,False,,1,23,0,0
313,313,True,False,,0,101,0,0
314,314,True,False,,0,62,0,0
315,315,False,False,México,157,348,73,0
316,316,True,False,,0,71,0,0
317,317,False,False,,0,6,0,0
318,318,False,False,,0,10,0,0
319,319,False,False,,0,18,0,0
320,320,False,False,,0,74,0,0
321,321,True,False,,4,338,468,0
322,322,False,False,,0,47,1,0
323,323,True,False,,0,30,0,0
324,324,False,False,,0,7,0,0
325,325,True,False,,2,306,137,0
326,326,False,False,,0,6,0,0
327,327,False,False,,0,3,0,0
328,328,False,False,,1,268,0,0
329,329,False,False,,0,9,0,0
330,330,False,False,,1,33,0,0
331,331,False,False,,0,15,0,0
332,332,False,False,"Querétaro, Querétaro Arteaga",314,139,5652,0
333,333,False,False,,525,873,1154,3
334,334,False,False,"Cuernavaca, Morelos, Mexico",28,192,608,0
335,335,False,False,,1,20,0,0
336,336,False,False,,31,343,571,0
337,337,False,False,,0,3,0,0
338,338,False,False,,3,209,18,0
339,339,False,False,,1,131,4,0
340,340,True,False,,0,2,0,0
341,341,True,False,,0,42,0,0
342,342,False,False,,0,15,0,0
343,343,False,False,,0,50,1,0
344,344,False,False,,0,52,50,0
345,345,False,False,,0,14,0,0
346,346,False,False,,0,8,0,0
347,347,False,False,,0,30,0,0
348,348,False,False,,0,39,2,0
349,349,False,False,Cdmx,5,70,8,0
350,350,False,False,,1,62,5,0
351,351,False,False,,358,863,2837,1
352,352,True,False,,0,72,0,0
353,353,False,False,,0,5,1,0
354,354,False,False,,1,43,0,0
355,355,False,False,,0,34,0,0
356,356,False,False,,0,4,0,0
357,357,True,False,,0,2,0,0
358,358,False,False,,349,1078,8449,6
359,359,False,False,,0,14,1,0
360,360,True,False,,0,8,0,0
361,361,False,False,,0,25,0,0
362,362,False,False,,277,2085,1538,1
363,363,False,False,,2,30,0,0
364,364,False,False,,0,10,1,0
365,365,False,False,,0,12,0,0
366,366,False,False,,0,23,0,0
367,367,False,False,,15,180,23,0
368,368,True,False,,0,30,0,0
369,369,False,False,,0,18,0,0
370,370,False,False,,0,12,0,0
371,371,True,False,,1,97,17,0
372,372,False,False,,0,46,0,0
373,373,False,False,,2,115,0,0
374,374,False,False,México ,5,263,80,0
375,375,True,False,,4,14,71,0
376,376,True,False,,0,2,0,0
377,377,False,False,,0,60,0,0
378,378,False,False,,0,53,0,0
379,379,False,False,,1,30,0,0
380,380,True,False,,0,114,0,0
381,381,False,False,,0,95,1,0
382,382,False,False,,0,4,0,0
383,383,False,False,,0,7,0,0
384,384,False,False,"Monterrey, Nuevo León",5,113,0,0
385,385,False,False,,40,994,39,1
386,386,False,False,,0,12,0,0
387,387,False,False,"Temecula, CA",0,49,1,0
388,388,False,False,,0,33,0,0
389,389,False,False,,0,4,0,0
390,390,False,False,,2,26,2,0
391,391,False,False,"De Efe, México",96,685,3002,0
392,392,True,False,,0,50,0,0
393,393,True,False,,0,18,0,0
394,394,True,False,,0,98,0,0
395,395,False,False,"Tampico, Tamaulipas",2,76,28,0
396,396,True,False,,0,36,0,0
397,397,False,False,,1,52,18,0
398,398,False,False,,7,95,18,0
399,399,True,False,,0,64,0,0
400,400,False,False,,0,9,0,0
401,401,True,False,"México,D.F.",31,87,50,0
402,402,False,False,,0,10,0,0
403,403,False,False,,0,109,2,0
404,404,False,False,,0,109,1,0
405,405,False,False,,14,93,50,1
406,406,False,False,,0,9,0,0
407,407,False,False,,0,12,4,0
408,408,False,False,,0,23,2,0
409,409,False,False,,0,15,0,0
410,410,True,False,,63,164,327,0
411,411,False,False,"Ocotlán, Jalisco",1,11,2,0
412,412,False,False,"Cuautla, Morelos",25,232,5,0
413,413,False,False,,2,171,0,0
414,414,False,False,,12,12,0,0
415,415,False,False,,4,26,7,0
416,416,False,False,,1,2,0,0
417,417,False,False,,0,44,0,0
418,418,False,False,,0,57,1,0
419,419,False,False,,0,34,0,0
420,420,False,False,,1,44,0,0
421,421,False,False,,2,108,0,0
422,422,False,False,,0,2,0,0
423,423,False,False,,1,16,5,0
424,424,False,False,,0,10,0,0
425,425,False,False,,0,7,0,0
426,426,False,False,,0,66,0,0
427,427,False,False,,3,396,0,0
428,428,False,False,,0,25,0,0
429,429,False,False,,0,29,0,0
430,430,False,False,,2,58,0,0
431,431,False,False,,4,89,4,0
432,432,False,False,,0,5,1,0
433,433,False,False,"Puebla, México",41,315,208,0
434,434,False,False,,0,20,0,0
435,435,False,False,,1,65,0,0
436,436,False,False,,0,6,0,0
437,437,False,False,,0,6,0,0
438,438,False,False,,0,4,0,0
439,439,False,False,,1,33,0,0
440,440,False,False,,0,23,1,0
441,441,False,False,,0,21,1,0
442,442,False,False,,0,84,0,0
443,443,True,False,,0,41,0,0
444,444,False,False,,0,90,0,0
445,445,False,False,Tlaxcala ,0,24,62,0
446,446,False,False,,1,71,0,0
447,447,False,False,Mexico,190,133,174,1
448,448,False,False,,0,41,5,0
449,449,False,False,,0,9,0,0
450,450,False,False,,1,23,0,0
451,451,False,False,,5,77,0,0
452,452,True,False,,0,4,0,0
453,453,False,False,,0,18,0,0
454,454,False,False,"San Luis Potosi, S.L.P",24,102,93,0
455,455,False,False,,0,24,1,0
456,456,False,False,,0,70,0,0
457,457,False,False,,2,288,7,0
458,458,False,False,,0,28,0,0
459,459,False,False,,0,24,3,0
460,460,True,False,,0,4,0,0
461,461,False,False,,1,12,0,0
462,462,True,False,,0,4,0,0
463,463,False,False,,0,21,0,0
464,464,False,False,,60,259,2493,0
465,465,False,False,,1,47,0,0
466,466,False,False,,1,8,0,0
467,467,False,False,,0,6,1,0
468,468,False,False,,1,63,0,0
469,469,True,False,,0,8,0,0
470,470,False,False,,0,28,0,0
471,471,False,False,,1,47,0,0
472,472,False,False,,0,2,0,0
473,473,False,False,,1,53,0,0
474,474,False,False,,0,20,1,0
475,475,False,False,,0,22,0,0
476,476,False,False,,1057,2296,403,0
477,477,False,False,,15,184,2,0
478,478,False,False,México,0,19,2,0
479,479,False,False,,0,49,0,0
480,480,False,False,,4,87,122,0
481,481,True,False,,0,17,0,0
482,482,False,False,,0,1,0,0
483,483,False,False,,1,24,9,0
484,484,False,False,,0,12,1,0
485,485,False,False,,0,3,0,0
486,486,False,False,,0,2,0,0
487,487,False,False,,0,13,0,0
488,488,False,False,,49,135,329,0
489,489,True,False,,0,16,0,0
490,490,True,False,,0,2,0,0
491,491,False,False,,0,3,1,0
492,492,False,False,,1,131,1,0
493,493,False,False,,15,185,420,0
494,494,True,False,,0,20,0,0
495,495,False,False,,0,78,0,0
496,496,False,False,Mexico,1768,495,16065,20
497,497,False,False,,12,767,306,0
498,498,False,False,,1,55,1,0
499,499,False,False,"Campeche, México",31,158,25,0
500,500,False,False,,0,24,1,0
501,501,False,False,,2,24,2,0
502,502,False,False,,0,13,0,0
503,503,False,False,,0,46,0,0
504,504,False,False,,0,65,0,0
505,505,False,False,,0,13,4,0
506,506,True,False,,0,35,0,0
507,507,False,False,,156,171,133,0
508,508,False,False,,0,10,1,0
509,509,True,False,,0,55,0,0
510,510,False,False,,0,34,0,0
511,511,False,False,,0,12,0,0
512,512,False,False,México,4,129,24,0
513,513,False,False,,0,5,3,0
514,514,True,False,,0,82,0,0
515,515,False,False,#CDMX,1,133,1,0
516,516,False,False,,0,95,0,0
517,517,False,False,,0,21,0,0
518,518,False,False,,0,12,0,0
519,519,True,False,,0,44,0,0
520,520,True,False,,29,126,413,0
521,521,False,False,,0,58,0,0
522,522,True,False,,17,139,11,0
523,523,False,False,"Viena, Austria",239,1817,31,0
524,524,False,False,,3,44,1,0
525,525,False,False,,8,131,0,0
526,526,False,False,,0,19,0,0
527,527,False,False,,3,81,0,0
528,528,False,False,,1,44,0,0
529,529,False,False,,1,52,0,0
530,530,False,False,"Cazadero, Oax.",36,222,583,0
531,531,True,False,,0,33,0,0
532,532,False,False,,0,28,0,0
533,533,False,False,,0,57,0,0
534,534,False,False,,0,14,1,0
535,535,False,False,,0,6,0,0
536,536,False,False,,0,32,0,0
537,537,False,False,,0,11,0,0
538,538,False,False,,13,96,7,0
539,539,True,False,,0,16,0,0
540,540,False,False,,0,6,0,0
541,541,False,False,"Miguel Hidalgo, Distrito Feder",17,182,2,0
542,542,False,False,"Monterrey, Nuevo León",65,578,2476,0
543,543,False,False,,0,12,0,0
544,544,False,False,Mexico City,7,399,0,0
545,545,False,False,,1,9,2,0
546,546,False,False,"San Luis Potosí, México",13,90,64,0
547,547,True,False,,0,9,0,0
548,548,False,False,,6,313,2,0
549,549,True,False,,0,10,0,0
550,550,False,False,,0,40,0,0
551,551,False,False,,61,306,1209,3
552,552,False,False,,0,37,0,0
553,553,False,False,,0,1,0,0
554,554,False,False,"Miguel Hidalgo, Distrito Feder",1,48,8,0
555,555,False,False,"Aculco, México",6,102,6,1
556,556,False,False,,1,68,2,0
557,557,False,False,En El Universo,0,44,11,0
558,558,False,False,,0,2,0,0
559,559,False,False,"Puebla, México",0,45,1,0
560,560,False,False,,0,9,0,0
561,561,False,False,,0,49,0,0
562,562,False,False,,1,27,0,0
563,563,True,False,,0,48,0,0
564,564,False,False,,0,35,1,0
565,565,False,False,,0,14,1,0
566,566,False,False,,0,5,0,0
567,567,False,False,"Tamaulipas, México",1,16,3,0
568,568,False,False,,0,11,0,0
569,569,False,False,,0,3,0,0
570,570,False,False,,2,28,0,0
571,571,False,False,,0,13,0,0
572,572,False,False,,50,895,540,0
573,573,False,False,,3,56,0,0
574,574,False,False,,0,37,0,0
575,575,False,False,,1,4,0,0
576,576,False,False,,0,3,0,0
577,577,False,False,,0,80,0,0
578,578,False,False,,3,74,69,0
579,579,False,False,,0,18,0,0
580,580,False,False,,1,102,0,0
581,581,True,False,,0,8,0,0
582,582,False,False,,0,27,1,0
583,583,True,False,,1,69,3,0
584,584,False,False,,0,10,0,0
585,585,False,False,,0,27,0,0
586,586,False,False,,1,23,0,0
587,587,False,False,,0,14,0,0
588,588,False,False,,1,43,0,0
589,589,False,False,,2,112,65,0
590,590,False,False,,5709,5553,3363,31
591,591,False,False,,0,10,0,0
592,592,False,False,,0,7,3,0
593,593,False,False,,3,464,8,0
594,594,False,False,,0,4,0,0
595,595,False,False,,0,21,0,0
596,596,True,False,,0,78,0,0
597,597,False,False,,0,40,0,0
598,598,False,False,,0,111,0,0
599,599,False,False,,0,16,0,0
600,600,False,False,,0,10,0,0
601,601,False,False,,1,106,0,0
602,602,False,False,,2,14,0,0
603,603,False,False,,2,66,0,0
604,604,False,False,,0,17,0,0
605,605,False,False,,8,156,24,0
606,606,False,False,,0,4,0,0
607,607,True,False,,0,3,0,0
608,608,True,False,,0,49,0,0
609,609,False,False,,2,34,0,0
610,610,False,False,,8,17,5,0
611,611,False,False,,0,134,0,0
612,612,False,False,CDMX,78,128,59,1
613,613,False,False,,0,20,0,0
614,614,False,False,,1,43,1,0
615,615,False,False,,1,130,1,0
616,616,False,False,,148,430,7789,0
617,617,True,False,,0,21,0,0
618,618,True,False,,0,134,2,0
619,619,False,False,,47,102,75,0
620,620,False,False,,1,13,55,0
621,621,False,False,,0,22,0,0
622,622,False,False,,3,67,1,0
623,623,False,False,,1,33,0,0
624,624,False,False,,1,88,0,0
625,625,False,False,"México, CDMX",227,433,1413,0
626,626,True,False,,0,12,0,0
627,627,True,False,,0,92,0,0
628,628,False,False,,11,59,5,0
629,629,False,False,,0,31,0,0
630,630,False,False,,1,39,3,0
631,631,False,False,,1,118,0,0
632,632,True,False,,0,67,1,0
633,633,False,False,,0,8,0,0
634,634,False,False,,0,33,9,0
635,635,False,False,d.f.,52,481,387,1
636,636,False,False,,1,49,0,0
637,637,False,False,,0,107,1,0
638,638,False,False,"Jojutla, Morelos",125,313,168,0
639,639,False,False,,0,16,0,0
640,640,False,False,,0,7,0,0
641,641,False,False,,10,21,3,0
642,642,False,False,"Lagos de Moreno, Jalisco",16,446,406,0
643,643,False,False,,0,1,0,0
644,644,False,False,,0,1,0,0
645,645,False,False,,0,30,0,0
646,646,True,False,,17,1003,987,0
647,647,False,False,"Cacahoatán, Chiapas",0,41,5,0
648,648,False,False,,0,4,0,0
649,649,False,False,,1,80,1,0
650,650,False,False,,12,72,13,0
651,651,True,False,,0,21,3,0
652,652,False,False,,0,14,0,0
653,653,False,False,,0,71,0,0
654,654,False,False,,5,245,0,0
655,655,False,False,,0,29,0,0
656,656,False,False,,1,31,0,0
657,657,False,False,,1,53,7,0
658,658,False,False,,0,6,5,0
659,659,False,False,,0,36,0,0
660,660,False,False,,0,48,1,0
661,661,False,False,,0,21,0,0
662,662,False,False,,1,10,0,0
663,663,True,False,,0,37,0,0
664,664,False,False,,85,796,46,6
665,665,False,False,,0,7,0,0
666,666,False,False,,1,24,0,0
667,667,False,False,,1,88,0,0
668,668,False,False,"Tlalnepantla de Baz, México",1,6,2,0
669,669,True,False,"Azcapotzalco, Distrito Federal",2,293,46,0
670,670,False,False,,0,97,11,0
671,671,False,False,,0,14,0,0
672,672,False,False,,0,10,0,0
673,673,False,False,"Pachuca de Soto, Hidalgo",23,97,44,0
674,674,False,False,,2,57,0,0
675,675,False,False,,0,8,0,0
676,676,False,False,"Solidaridad, Quintana Roo",1,44,0,0
677,677,True,False,,0,103,1,0
678,678,False,False,,0,8,0,0
679,679,False,False,Hidalgo,0,23,2,0
680,680,True,False,"Tepatitlán de Morelos, Jalisco",49,85,42,0
681,681,False,False,,1,27,0,0
682,682,False,False,,0,33,0,0
683,683,False,False,,1,35,0,0
684,684,False,False,,29,466,6,0
685,685,False,False,,0,7,0,0
686,686,False,False,,0,43,0,0
687,687,False,False,,106,367,916,0
688,688,False,False,,0,89,0,0
689,689,False,False,,0,89,0,0
690,690,False,False,,1,35,1,0
691,691,False,False,,1224,1782,1280,0
692,692,False,False,"General Escobedo, Nuevo León",0,93,4,1
693,693,False,False,,0,6,21,0
694,694,False,False,,1,66,0,0
695,695,False,False,,0,42,0,0
696,696,False,False,,0,31,0,0
697,697,False,False,,1,84,0,0
698,698,False,False,"Matamoros, Tamaulipas",1,10,2,0
699,699,False,False,,0,11,0,0
700,700,False,False,,0,34,0,0
701,701,False,False,LOS REYES MICHOACAN,146,2555,307,0
702,702,False,False,,12,497,0,0
703,703,True,False,,0,16,0,0
704,704,False,False,,1,74,20,0
705,705,False,False,,99,551,834,0
706,706,False,False,,0,4,0,0
707,707,False,False,,0,7,0,0
708,708,False,False,,0,28,1,0
709,709,False,False,,3,21,2,0
710,710,True,False,,0,18,0,0
711,711,False,False,,0,19,0,0
712,712,False,False,,0,21,0,0
713,713,False,False,,0,32,0,0
714,714,False,False,"Benito Juárez, Distrito Federa",190,705,648,0
715,715,False,False,,0,12,1,0
716,716,False,False,,0,65,0,0
717,717,False,False,,0,13,0,0
718,718,False,False,,12,145,1,0
719,719,False,False,,0,53,0,0
720,720,False,False,,0,13,0,0
721,721,True,False,,0,65,0,0
722,722,False,False,"Durango, México",3,65,5,0
723,723,True,False,,0,68,0,0
724,724,False,False,,0,15,0,0
725,725,False,False,,0,13,0,0
726,726,True,False,,0,186,3,0
727,727,False,False,,21,350,47,0
728,728,False,False,,2,36,1,0
729,729,False,False,,2,7,9,0
730,730,False,False,,6,56,64,0
731,731,False,False,,0,16,0,0
732,732,False,False,,74,1788,11,0
733,733,False,False,,0,10,5,0
734,734,False,False,,11,51,42,0
735,735,False,False,,2,10,9,0
736,736,False,False,,0,7,0,0
737,737,False,False,,4,132,28,0
738,738,False,False,,0,137,0,0
739,739,False,False,,0,23,0,0
740,740,False,False,,39,289,146,0
741,741,False,False,,1,199,1,0
742,742,False,False,,0,39,0,0
743,743,True,False,,0,43,0,0
744,744,False,False,michoacan mexico,10,289,109,0
745,745,False,False,,2,55,0,0
746,746,False,False,,35,88,419,0
747,747,False,False,,0,14,0,0
748,748,False,False,,136,188,360,2
749,749,True,False,,0,102,0,0
750,750,False,False,,0,25,0,0
751,751,True,False,,0,5,0,0
752,752,False,False,,2,252,0,0
753,753,False,False,,0,1,0,0
754,754,False,False,,0,16,0,0
755,755,False,False,,0,52,6,0
756,756,False,False,,1,117,0,0
757,757,False,False,,1,54,0,0
758,758,False,False,,0,15,0,0
759,759,False,False,,0,51,4,0
760,760,False,False,,0,19,1,0
761,761,True,False,,0,4,0,0
762,762,True,False,,0,41,0,0
763,763,False,False,,0,30,0,0
